Day;CountryISO;City;Article;Amount
06/06/2006;ESP;Madrid;3;1450.0
10/13/2006;ESP;Madrid;2;250.0
11/02/2006;ESP;Madrid;3;1450.0
09/12/2007;ESP;Madrid;2;250.0
11/01/2007;ESP;Madrid;3;1450.0
02/03/2007;ESP;Madrid;4;2450.0
02/12/2007;ESP;Madrid;5;4950.0
03/04/2007;ESP;Madrid;2;250.0
02/10/2007;ESP;Madrid;3;1450.0
04/01/2007;ESP;Madrid;4;2450.0
02/13/2007;ESP;Madrid;2;250.0
10/08/2008;ESP;Madrid;2;250.0
11/09/2008;ESP;Madrid;3;1450.0
01/02/2008;ESP;Madrid;4;2450.0
01/09/2008;ESP;Madrid;5;4950.0
11/09/2008;ESP;Madrid;2;250.0
05/04/2008;ESP;Madrid;3;1450.0
12/12/2008;ESP;Madrid;4;2450.0
01/15/2008;ESP;Madrid;2;250.0
11/09/2008;ESP;Madrid;2;250.0
10/11/2009;ESP;Madrid;2;250.0
11/05/2009;ESP;Madrid;3;1450.0
10/09/2009;ESP;Madrid;4;2450.0
02/01/2009;ESP;Madrid;5;4950.0
09/04/2009;ESP;Madrid;2;250.0
03/01/2009;ESP;Madrid;3;1450.0
06/08/2009;ESP;Madrid;4;2450.0
08/06/2009;ESP;Madrid;2;250.0
10/04/2010;ESP;Madrid;2;250.0
09/10/2010;ESP;Madrid;3;1450.0
01/11/2010;ESP;Madrid;4;2450.0
05/01/2010;ESP;Madrid;5;4950.0
06/15/2010;ESP;Madrid;2;250.0
11/15/2010;ESP;Madrid;3;1450.0
12/09/2010;ESP;Madrid;4;2450.0
04/09/2010;ESP;Madrid;2;250.0
